position,rec_id,year,country,commodity,location,fac_name,fac_type,dmslat,dmslong,latitude,longitude,precision,mm,op_comp,maininvest,othinvest,status,capacity,units,notes,cite
148,4268,2005,Brazil,Fluorspar,,"Santa Rosa de Lima, Santa Catarina State",Mine,"29. 08' 00""","49. 43' 00""",-29.133,-49.717,,S,"Minera.o Santa Catarina Ltda. (MSCL) (private: 100%)",,,Active,"100 (ore), 1","thousand t/yr","combined production for positions 147-150",850
149,4269,2005,Brazil,Fluorspar,,"Rio Fortuna, Santa Catarina State",Mine,"28. 06' 00""","49. 07' 00""",-28.1,-49.117,,S,"Minera.o Santa Catarina Ltda. (MSCL) (private: 100%)",,,Active,"100 (ore),12","thousand t/yr","combined production for positions 147-150",850
150,4270,2005,Brazil,Fluorspar,,"Tang.a, Rio de Janeiro State (beneficiation plant)",Plant,"22. 44' 00""","42. 43' 00""",-22.733,-42.717,,,"Minera.o Santa Catarina Ltda. (MSCL) (private: 100%)",,,Active,"100 (ore), 1","thousand t/yr","combined production for positions 147-150",850
151,4271,2005,Brazil,Gold,,"Gold Mines in the States of Minas Gerais, Bahia, and Par.",Mine,"1. 22' 12"" S","48. 24' 00""",-1.37,-48.4,,S,"Companhia Vale do Rio Doce (CVRD)(CVRD-Companhia Sider.rgica Nacional: 100%)",,,Active,18000,kg/yr,.,850
152,4272,2005,Brazil,Gold,,"Jacobina Mine, Bahia State",Mine,"11. 11' 00""","40. 31' 00""",-11.183,-40.517,,S,"Desert Sun Mining Ltd.: 50%, Williams Resources Ltd.: 50%",,,Active,3000,kg/yr,.,850
153,4273,2005,Brazil,Gold,,"S.o Vicente Mine, Mato Grosso State",Mine,"15. 49' 00""","55. 24' 00""",-15.817,-55.4,,S,"Minera.o Marac. S.A. (MMSA) (private: 100%)",,,Active,1500,kg/yr,.,850
154,4274,2005,Brazil,Gold,,"Novo Lima, Minas Gerais State (four mines)",Mine,"19. 59' 00""","43. 51' 00""",-19.983,-43.85,,S,"Minera.o Morro Velho S.A. (AngloGold Ltd.: 100%)",,,Active,7000,kg/yr,"combined production for 4 mines",850
155,4275,2005,Brazil,Gold,,"Serra Grande, Minas Gerais State",Mine,"12. 44' 00"".","39. 37' 00"".",-12.733,-39.617,,S,"Minera.o Serra Grande S.A. (AngloGold Ltd.: 50%, TVX Gold Inc.: 50%)",,,Active,6000,kg/yr,.,850
156,4276,2005,Brazil,Gold,,"Paracatu Mine, Minas Gerais State",Mine,"17. 13' 00""","46. 52' 00""",-17.217,-46.867,,S,"Rio Paracatu Minera.o S.A. (Rio Tinto plc: 51%, Autram S/A: 49%)",,,Active,7500,kg/yr,.,850
157,4277,2005,Brazil,Gold,,"Santa Barbara, Minas Gerais State",Mine,"19. 56"" 00""","43. 24' 00""",-19.933,-43.4,,S,"S.o Bento Minera.o S.A. (Eldorado Gold Corp.: 100%)",,,Active,4000,kg/yr,.,850
158,4278,2005,Brazil,Graphite,,"Mateus Leme, Minas Gerais State",Mine,"19. 59' 00""","44. 25' 00""",-19.983,-44.417,,S,"Grafita MG Ltda. (GML) (private: 100%)",,,Active,"20 (ore)","thousand t/yr","combined production for positions 158-159",850
159,4279,2005,Brazil,Graphite,,"Zerra Azul, Minas Gerais State",Mine,"20. 04' 00""","44. 26. 00""",-20.067,-44.433,,S,"Grafita MG Ltda. (GML) (private: 100%)",,,Active,"20 (ore)","thousand t/yr","combined production for positions 158-159",850
160,4280,2005,Brazil,Graphite,,"Maiquinique, Bah.a State",Mine,"15. 37' 00""","40. 15' 00""",-15.617,-40.25,,S,"Marmor. Minera.o e Metalurgia Ltda. (MML) (Grupo PARANAPANEMA: 100%)",,,Active,"10 (ore)","thousand t/yr",.,850
161,4281,2005,Brazil,Graphite,,"Itapecerica, Minas Gerais State",Mine,"20. 28' 00""","45. 07' 00""",-20.467,-45.117,,S,"Nacional de Grafite Ltda. (NGL) (private: 100%)",,,Active,"80 (ore)","thousand t/yr","combined production for positions 161-163",850
162,4282,2005,Brazil,Graphite,,"Pedra Azul, Minas Gerais State",Mine,"16. 01' 00""","41. 16' 00""",-16.017,-41.267,,S,"Nacional de Grafite Ltda. (NGL) (private: 100%)",,,Active,"80 (ore)","thousand t/yr","combined production for positions 161-163",850
163,4283,2005,Brazil,Graphite,,"Salto da Divisa, Minas Gerais State",Mine,"16. 00' 00""","39. 57' 00""",-16,-39.95,,S,"Nacional de Grafite Ltda. (NGL) (private: 100%)",,,Active,"80 (ore)","thousand t/yr","combined production for positions 161-163",850
164,4284,2005,Brazil,Graphite,,"Itapecerica, Minas Gerais State",Plant,"20. 28' 00""","45. 07' 00""",-20.467,-45.117,,,"Nacional de Grafite Ltda. (NGL) (private: 100%)",,,Active,"60 (concentr","thousand t/yr","combined production for positions 164-166",850
165,4285,2005,Brazil,Graphite,,"Pedra Azul, Minas Gerais State",Plant,"16. 01' 00""","41. 16' 00""",-16.017,-41.267,,,"Nacional de Grafite Ltda. (NGL) (private: 100%)",,,Active,"60 (concentr","thousand t/yr","combined production for positions 164-166",850
166,4286,2005,Brazil,Graphite,,"Salto da Divisa, Minas Gerais State",Plant,"16. 00' 00""","39. 57' 00""",-16,-39.95,,,"Nacional de Grafite Ltda. (NGL) (private: 100%)",,,Active,"60 (concentr","thousand t/yr","combined production for positions 164-166",850
167,4287,2005,Brazil,Gypsum,,"Codo, Maranh.o State",Mine,"4. 29' 00"" S","43. 53' 00""",-4.483,-43.883,,S,"Companhia Brasileira de Equipamento (private: 100%)",,,Active,100,"thousand t/yr","combined production for 2 mines",850
168,4288,2005,Brazil,Gypsum,,"Ipubi, Pernambuco State",Mine,"7. 39' 00"" S","40. 07' 00""",-7.65,-40.117,,S,"Companhia de Cimento Portland Paraiso (private: 100%)",,,Active,50,"thousand t/yr",.,850
169,4289,2005,Brazil,"Iron ore",,"Volta Mine, Minas Gerais State",Mine,"20. 01' 00"".","41. 22' 00"".",-20.02,-41.37,,S,"Companhia Sider.rgica Nacional (CSN) (private: 100%)",,,Active,12000,"thousand t/yr",.,850
170,4290,2005,Brazil,"Iron ore",,"Serra dos Caraj.s, Par. State",Plant,"6. 00' 00"" S","51. 20' 00""",-6,-51.33,,,"Companhia Vale do Rio Doce (CVRD) (CVRD- Companhia Sider.rgica Nacional: 100%)",,,Active,70000,"thousand t/yr",.,850
171,4291,2005,Brazil,"Iron ore",,"Ponta da Madeira, Maranh.o State (pellet plant) in S.o Lu.s",Plant,"3. 27. 00"" S","44. 12' 00""",-3.45,-44.2,,,"Companhia Vale do Rio Doce (CVRD) (CVRD- Companhia Sider.rgica Nacional: 100%)",,,Active,6000,"thousand t/yr",.,850
172,4292,2005,Brazil,"Iron ore",,"Itabira, Minas Gerais State (seven mines)",Mine,"19. 37' 00""","43. 13' 00""",-19.617,-43.217,,S,"Companhia Vale do Rio Doce (CVRD) (CVRD- Companhia Sider.rgica Nacional: 100%)",,,Active,100000,"thousand t/yr","combined production for positions 172-178",850
173,4293,2005,Brazil,"Iron ore",,"Ouro Preto, Minas Gerais State (seven mines)",Mine,"20. 23' 00""","43. 30' 00""",-20.383,-43.5,,S,"Companhia Vale do Rio Doce (CVRD) (CVRD- Companhia Sider.rgica Nacional: 100%)",,,Active,100000,"thousand t/yr","combined production for positions 172-178",850
174,4294,2005,Brazil,"Iron ore",,"Mato, Minas Gerais State (seven mines)",Mine,"17. 42' 00""","45. 48' 00""",-17.7,-45.8,,S,"Companhia Vale do Rio Doce (CVRD) (CVRD- Companhia Sider.rgica Nacional: 100%)",,,Active,100000,"thousand t/yr","combined production for positions 172-178",850
175,4295,2005,Brazil,"Iron ore",,"Santa Barbara, Minas Gerais State (seven mines)",Mine,"19. 55' 00""","44. 12' 00""",-19.917,-44.2,,S,"Companhia Vale do Rio Doce (CVRD) (CVRD- Companhia Sider.rgica Nacional: 100%)",,,Active,100000,"thousand t/yr","combined production for positions 172-178",850
176,4296,2005,Brazil,"Iron ore",,"Xavier, Minas Gerais State (seven mines)",Mine,"19. 18' 00""","43. 23' 00""",-19.3,-48.383,,S,"Companhia Vale do Rio Doce (CVRD) (CVRD- Companhia Sider.rgica Nacional: 100%)",,,Active,100000,"thousand t/yr","combined production for positions 172-178",850
177,4297,2005,Brazil,"Iron ore",,"Tamandu., Minas Gerais State (seven mines)",Mine,"16. 33' 00""","41. 40' 00""",-16.55,-41.667,,S,"Companhia Vale do Rio Doce (CVRD) (CVRD- Companhia Sider.rgica Nacional: 100%)",,,Active,100000,"thousand t/yr","combined production for positions 172-178",850
178,4298,2005,Brazil,"Iron ore",,"Capao, Minas Gerais State (seven mines)",Mine,"16. 35' 00""","43. 40' 00""",-16.583,-43.667,,S,"Companhia Vale do Rio Doce (CVRD) (CVRD- Companhia Sider.rgica Nacional: 100%)",,,Active,100000,"thousand t/yr","combined production for positions 172-178",850
179,4299,2005,Brazil,"Iron ore",,"Ouro Preto, Gerais State (two mines)",Mine,"20. 23' 00"".","43. 30' 00"".",-20.383,-43.5,,S,"Ferteco Minera.o S.A. (FERTECO) (Exploration Bergbau GmbH: 100%)",,,Active,12800,"thousand t/yr","combined production for 2 mines",850
180,4300,2005,Brazil,"Iron ore",,"Itaminas, Minas Gerais State",Mine,"19. 55' 00"".","43. 56' 00"".",-19.917,-43.933,,S,"Itaminas Com.rcio de Min.rios S.A. (private: 100%)",,,Active,5000,"thousand t/yr",.,850
181,4301,2005,Brazil,"Iron ore",,"Cap.o Xavier, Minas Gerais State (three mines)",Mine,"18. 46' 00"".","45. 42' 00"".",-18.767,-45.7,,S,"Minera.es Brasileiras Reunidas S/A (MBR) (BHP Ltd.: 50%, Mitsui Co. Ltd.: 50%)",,,Active,32000,"thousand t/yr","combined production for 3 mines",850
182,4302,2005,Brazil,"Iron ore",,"Mariana, Rio Piracicaba, Itabira, Ouro Preto and Sabara, Minas Gerais State (five mines)",Mine,"20. 23' 00"".","43. 25' 00"".",-20.383,-43.417,,S,"S.A. Minera.o da Trindade (SAMITRI) (private: 100%)",,,Active,9300,"thousand t/yr","combined production for positions 182-186",850
183,4303,2005,Brazil,"Iron ore",,"Rio Piracicaba, Minas Gerais State (five mines)",Mine,"19. 55' 00"".","43. 11' 00"".",-19.917,-43.183,,S,"S.A. Minera.o da Trindade (SAMITRI) (private: 100%)",,,Active,9300,"thousand t/yr","combined production for positions 182-186",850
184,4304,2005,Brazil,"Iron ore",,"Itabira, Minas Gerais State (five mines)",Mine,"19. 37' 00"".","43. 13' 00"".",-19.617,-43.217,,S,"S.A. Minera.o da Trindade (SAMITRI) (private: 100%)",,,Active,9300,"thousand t/yr","combined production for positions 182-186",850
185,4305,2005,Brazil,"Iron ore",,"Ouro Preto, Minas Gerais State (five mines)",Mine,"20. 23' 00"".","43. 30' 00"".",-20.383,-43.5,,S,"S.A. Minera.o da Trindade (SAMITRI) (private: 100%)",,,Active,9300,"thousand t/yr","combined production for positions 182-186",850
186,4306,2005,Brazil,"Iron ore",,"Sabara, Minas Gerais State (five mines)",Mine,"19. 54' 00"".","43. 48' 00"".",-19.9,-43.8,,S,"S.A. Minera.o da Trindade (SAMITRI) (private: 100%)",,,Active,9300,"thousand t/yr","combined production for positions 182-186",850
187,4307,2005,Brazil,"Iron ore",,"Alegria, Minas Gerais State",Mine,"15. 30' 00"".","42. 04' 00"".",-15.5,-42.067,,S,"Samarco Minera.o S.A. (SAMITRI: 51%, BHP Ltd.: 49%)",,,Active,13500,"thousand t/yr",.,850
188,4308,2005,Brazil,"Iron ore",,"Mato, Minas Gerais State",Mine,"17. 42' 00""","45. 48' 00""",-17.7,-45.8,,S,"SOCOIMEX S.A. (CVRD: 100%)",,,Active,7000,"thousand t/yr",.,850
189,4309,2005,Brazil,Kaolin,,"Mazag.o, Amap. State",Mine,"0. 07' 00"".S","51. 17' 00"".",-0.117,-51.283,,S,"Caulim da Amaz.nia S.A. (CADAM) (private: 100%)",,,Active,"720 (ore)","thousand t/yr",.,850
190,4310,2005,Brazil,Kaolin,,"Mazag.o, Amap. State (beneficiation plant)",Plant,"0. 07' 00"".S","51. 17' 00"".",-0.117,-51.283,,,"Caulim da Amaz.nia S.A. (CADAM) (private: 100%)",,,Active,"360 (concent","thousand t/yr",.,850
191,4311,2005,Brazil,Kaolin,,"Adam Mine, Rio Jar., Amazonas State",Mine,"0. 52' 00"".S","52. 31' 00"".",-0.87,-52.52,,S,"Caulim da Amaz.nia S.A. (CADAM) (private: 100%)",,,Active,"660 (concent","thousand t/yr",.,850
192,4312,2005,Brazil,Kaolin,,"Biritiba, S.o Paulo State (two mines)",Mine,"23. 35' 00"".","46. 02' 00"".",-23.583,-46.033,,S,"Empresa de Minera.o Horii Ltda. (EMHL) (private: 100%)",,,Active,"200 (ore)","thousand t/yr","combined production for 2 mines",850
193,4313,2005,Brazil,Kaolin,,"Biritiba, S.o Paulo State (two beneficiation plants)",Plant,"23. 35' 00"".","46. 02' 00"".",-23.583,-46.033,,,"Empresa de Minera.o Horii Ltda. (EMHL) (private: 100%)",,,Active,"180 (concent","thousand t/yr","combined production for 2 plants",850
194,4314,2005,Brazil,Kaolin,,"Par. Mine, Par. State",Mine,"1. 27' 00"".S","48. 29' 00"".",-1.45,-48.483,,S,"Par. Pigmentos S.A. (PPSA) (private: 100%)",,,Active,"500 (concent","thousand t/yr",.,850
195,4315,2005,Brazil,Kaolin,,"Rio Capim Mine, Par. State",Mine,"1. 16' 00"".S","48. 11' 00"".",-1.267,-48.183,,S,"Ymerys Rio Capim Caulim S.A. (RCCSA) (private: 100%)",,,Active,"500 (concent","thousand t/yr",.,850
196,4316,2005,Brazil,Lead,,"Boquira, Bahia State",Mine,"12. 49' 00"".","42. 46' 00"".",-12.817,-42.767,,S,"Minera.o Boquira S.A. (MBSA) (private: 100%)",,,Active,"300 (ore)","thousand t/yr",.,850
197,4317,2005,Brazil,Lead,,"Boquira, Bahia State (beneficiation plant)",Plant,"12. 49' 00"".","42. 46' 00"".",-12.817,-42.767,,,"Minera.o Boquira S.A. (MBSA) (private: 100%)",,,Active,"310 (concent","thousand t/yr",.,850
198,4318,2005,Brazil,Limestone,,"Minas Gerais (five mines)",Mine,"19. 55' 00"".","43. 56' 00"".",-19.917,-43.933,,S,"Companhia de Cimento Portland Paraiso (CCPP) (private: 100%)",,,Active,2000,"thousand t/yr","combined production for 5 mines: 198, 199, and 3 others",850
199,4319,2005,Brazil,Limestone,,"Rio de Janeiro State (five mines)",Mine,"22. 54' 00"".","43. 14' 00"".",-22.9,-43.233,,S,"Companhia de Cimento Portland Paraiso (CCPP) (private: 100%)",,,Active,2000,"thousand t/yr","combined production for 5 mines: 198, 199, and 3 others",850
200,4320,2005,Brazil,Limestone,,"Rio Branco do Sul, Paran. State (three mines)",Mine,"25. 10' 00"".","49. 18' 00"".",-25.167,-49.3,,S,"Companhia de Cimento Portland Rio Branco (CCPRB: 100%)",,,Active,5500,"thousand t/yr","combined production for 3 mines",850
201,4321,2005,Brazil,Limestone,,"Rio de Janeiro State (four mines)",Mine,"22. 54' 00"".","43. 14' 00"".",-22.9,-43.233,,S,"S.A. Industrias Votorantim (SAIV) (private: 100%)",,,Active,1000,"thousand t/yr","combined production for 4 mines",850
202,4322,2005,Brazil,Magnesite,,"Brumado, Bahia State (one major mine and numerous small mines)",Mine,"14. 13' 00"".","41. 40' 00"".",-14.217,-41.667,,S,"Magnesita S.A. (MSA) (private: 100%)",,,Active,"1,000 (ore)","thousand t/yr",.,850
203,4323,2005,Brazil,Magnesite,,"Brumado, Bahia State (two beneficiation plants)",Plant,"14. 13' 00"".","41. 40' 00"".",-14.217,-41.667,,,"Magnesita S.A. (MSA) (private: 100%)",,,Active,"280 (concent","thousand t/yr","combined production for 2 plants",850
204,4324,2005,Brazil,Manganese,,"Corumba, Minas Gerais State",Mine,"19. 00. 43""","57. 40. 23""",-19.01,-57.67,,S,"Construtora Polares Ltda. (CPL) (private: 100%)",,,Active,"200 (ore)","thousand t/yr",.,850
205,4325,2005,Brazil,Manganese,,"Morro da Mina, Minas Gerais State, Conselheiro Lafaiete, Belo Horizonte",Mine,"20. 52' 12""","43. 42' 00""",-20.87,-43.7,,S,"Rio Doce Mangan.s S.A. (Companhia Vale do Rio Doce: 100%)",,,Active,1500,"thousand t/yr",.,850
206,4326,2005,Brazil,Manganese,,"Mina do Azul, Caraj.s, Par. State",Mine,"2. 57' 00"".S","51. 52' 00"".",-2.95,-51.867,,S,"Rio Doce Mangan.s S.A. (Companhia Vale do Rio Doce: 100%)",,,Active,1500,"thousand t/yr",.,850
207,4327,2005,Brazil,Manganese,,"Mina Min.iros, Bahia State",Mine,"12. 21' 00""","39. 18' 00""",-12.35,-39.3,,S,"Rio Doce Mangan.s S.A. (Companhia Vale do Rio Doce: 100%)",,,Active,1500,"thousand t/yr",.,850
208,4328,2005,Brazil,Manganese,,"Corumba, Mato Grosso do Sul State (two mines and plant)","Mine, Plant","19. 01' 00"".","57. 39' 00"".",-19.017,-57.65,,S,"Urucum Minera.o S.A. (CVRD: 100%)",,,Active,"1,500 (ore),","thousand t/yr","combined production for 2 mines and plant",850
209,4329,2005,Brazil,Nickel,,"Niquel.ndia, Goi.s State",Refinery,"14. 27' 00""","48. 27' 00""",-14.45,-48.45,,,"CODEMIN S.A. (Anglo American plc: 100%)",,,Active,"20 (metal)","thousand t/yr",.,850
210,4330,2005,Brazil,Nickel,,"Niquel.ndia, Goi.s State",Mine,"14. 27' 00""","48. 27' 00""",-14.45,-48.45,,S,"Companhia Niquel Tocantins (Grupo Votarantim: 100%)",,,Active,"20 (ore)","thousand t/yr",.,850
211,4331,2005,Brazil,Nickel,,"Niquel.ndia, Goi.s State","Plant, Refinery","14. 27' 00""","48. 27' 00""",-14.45,-48.45,,,"Companhia Niquel Tocantins (Grupo Votarantim: 100%)",,,Active,"10 (electrol","thousand t/yr",.,850
212,4332,2005,Brazil,Nickel,,"Fortaleza, Minas Gerais State",Mine,"5. 59' 00"" S","48. 08' 00""",-5.983,-48.133,,S,"Minera.o Serra da Fortaleza (Grupo Votarantim: 100%)",,,Active,"19 (nickel m","thousand t/yr",.,850
213,4333,2005,Brazil,"Petroleum: crude",,"Alagoas, State of Macei.",Field,"9. 34' 00"" S","35. 49' 00""",-9.567,-35.817,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,220000,"thousand 42-gallon barrels/yr","combined production for positions 213-222",850
214,4334,2005,Brazil,"Petroleum: crude",,"Amazonas, State of Manaus",Field,"3. 06' 48"" S","60. 01' 31""",-3.113,-60.025,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,220000,"thousand 42-gallon barrels/yr","combined production for positions 213-222",850
215,4335,2005,Brazil,"Petroleum: crude",,"Bahia, State of Salvador",Field,"12. 55' 59""","38. 31' 00""",-12.983,-38.517,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,220000,"thousand 42-gallon barrels/yr","combined production for positions 213-222",850
216,4336,2005,Brazil,"Petroleum: crude",,"Fortaleza, Cear. State",Field,"3. 44' 12"" S","38. 30' 00""",-3.737,-38.5,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,220000,"thousand 42-gallon barrels/yr","combined production for positions 213-222",850
217,4337,2005,Brazil,"Petroleum: crude",,"Esp.rito Santo, State of Vit.ria",Field,"20. 31' 00""","40. 27' 00""",-20.517,-40.45,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,220000,"thousand 42-gallon barrels/yr","combined production for positions 213-222",850
218,4338,2005,Brazil,"Petroleum: crude",,"Rio de Janeiro State",Field,"22. 54' 00""","43. 14' 00""",-22.9,-43.233,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,220000,"thousand 42-gallon barrels/yr","combined production for positions 213-222",850
219,4339,2005,Brazil,"Petroleum: crude",,"Rio Grande do Norte, State of Natal",Field,"5. 47' 00"" S","35. 13' 00""",-5.783,-35.217,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,220000,"thousand 42-gallon barrels/yr","combined production for positions 213-222",850
220,4340,2005,Brazil,"Petroleum: crude",,"Par., State of Bel.m",Field,"1. 27' 00"" S","48. 29' 00""",-1.45,-48.483,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,220000,"thousand 42-gallon barrels/yr","combined production for positions 213-222",850
221,4341,2005,Brazil,"Petroleum: crude",,"Maranh.o, State of S.o Lu.s",Field,"2. 31' 00"" S","44. 16' 00""",-2.517,-44.267,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,220000,"thousand 42-gallon barrels/yr","combined production for positions 213-222",850
222,4342,2005,Brazil,"Petroleum: refinery products",,"Sergipe, State of Aracaju",Refinery,"10. 55' 00""","37. 04' 00""",-10.917,-37.067,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,220000,"thousand 42-gallon barrels/yr","combined production for positions 213-222",850
223,4343,2005,Brazil,"Petroleum: refinery products",,"Amazonas State",Refinery,"3. 06' 48"" S","60. 01' 31""",-3.113,-60.025,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,721000,"thousand 42-gallon barrels/yr","combined production for positions 223-230",850
224,4344,2005,Brazil,"Petroleum: refinery products",,"Bahia State",Refinery,"12. 17' 00""","38. 31' 00""",-12.983,-38.517,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,721000,"thousand 42-gallon barrels/yr","combined production for positions 223-230",850
225,4345,2005,Brazil,"Petroleum: refinery products",,"Cear. State",Refinery,"3. 44' 12"" S","38. 30' 00""",-3.737,-38.5,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,721000,"thousand 42-gallon barrels/yr","combined production for positions 223-230",850
226,4346,2005,Brazil,"Petroleum: refinery products",,"Belo Horizonte, Minas Gerais State",Refinery,"19. 55"" 00""","43. 56' 00""",-19.917,-43.933,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,721000,"thousand 42-gallon barrels/yr","combined production for positions 223-230",850
227,4347,2005,Brazil,"Petroleum: refinery products",,"Curitiba, Paran. State",Refinery,"25. 25' 00""","49. 15"" 00""",-25.417,-49.25,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,721000,"thousand 42-gallon barrels/yr","combined production for positions 223-230",850
228,4348,2005,Brazil,"Petroleum: refinery products",,"Rio de Janeiro, Rio de Janeiro State",Refinery,"22. 54' 00""","43. 14' 00""",-22.9,-43.233,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,721000,"thousand 42-gallon barrels/yr","combined production for positions 223-230",850
229,4349,2005,Brazil,"Petroleum: refinery products",,"Rio Grande do Sul, state of Porto Alegre",Refinery,"30. 02' 00""","51. 12' 00""",-30.033,-51.2,,,"Petr.leo Brasileiro S.A. (Petrobr.s) (government: 81.4%, private: 11.8%, public: 6.8%)",,,Active,721000,"thousand 42-gallon barrels/yr","combined production for positions 223-230",850
